id,n,developer,publisher,release_year,price,rating,review_count,owners,genre_list,tag_list,cat_list
10,Counter-Strike,Valve,Valve,2000,7.19,97.4,127873,15000000,['Action'],"['Action', 'FPS', 'Multiplayer']","['Multi-player', 'Online Multi-Player', 'Local Multi-Player']"
20,Team Fortress Classic,Valve,Valve,1999,3.99,84.0,3951,7500000,['Action'],"['Action', 'FPS', 'Multiplayer']","['Multi-player', 'Online Multi-Player', 'Local Multi-Player']"
30,Day of Defeat,Valve,Valve,2003,3.99,89.6,3814,7500000,['Action'],"['FPS', 'World War II', 'Multiplayer']",['Multi-player']
40,Deathmatch Classic,Valve,Valve,2001,3.99,82.7,1540,7500000,['Action'],"['Action', 'FPS', 'Multiplayer']","['Multi-player', 'Online Multi-Player', 'Local Multi-Player']"
50,Half-Life: Opposing Force,Gearbox Software,Valve,1999,3.99,94.8,5538,7500000,['Action'],"['FPS', 'Action', 'Sci-fi']","['Single-player', 'Multi-player']"
60,Ricochet,Valve,Valve,2000,3.99,80.1,3442,7500000,['Action'],"['Action', 'FPS', 'Multiplayer']","['Multi-player', 'Online Multi-Player']"
70,Half-Life,Valve,Valve,1998,7.19,96.2,28855,7500000,['Action'],"['FPS', 'Classic', 'Action']","['Single-player', 'Multi-player', 'Online Multi-Player']"
80,Counter-Strike: Condition Zero,Valve,Valve,2004,7.19,89.4,13559,15000000,['Action'],"['Action', 'FPS', 'Multiplayer']","['Single-player', 'Multi-player']"
130,Half-Life: Blue Shift,Gearbox Software,Valve,2001,3.99,90.1,4242,7500000,['Action'],"['FPS', 'Action', 'Sci-fi']",['Single-player']
220,Half-Life 2,Valve,Valve,2004,7.19,96.6,70321,15000000,['Action'],"['FPS', 'Action', 'Sci-fi']",['Single-player']
240,Counter-Strike: Source,Valve,Valve,2004,7.19,95.6,80137,15000000,['Action'],"['Action', 'FPS', 'Multiplayer']","['Multi-player', 'Cross-Platform Multiplayer']"
280,Half-Life: Source,Valve,Valve,2004,0.0,78.2,4820,3500000,['Action'],"['FPS', 'Action', 'Sci-fi']",['Single-player']
300,Day of Defeat: Source,Valve,Valve,2010,7.19,89.7,11699,7500000,['Action'],"['FPS', 'World War II', 'Multiplayer']","['Multi-player', 'Cross-Platform Multiplayer']"
320,Half-Life 2: Deathmatch,Valve,Valve,2004,3.99,88.4,6807,15000000,['Action'],"['Action', 'FPS', 'Multiplayer']",['Multi-player']
340,Half-Life 2: Lost Coast,Valve,Valve,2005,0.0,85.0,6803,15000000,['Action'],"['FPS', 'Action', 'Singleplayer']",['Single-player']
360,Half-Life Deathmatch: Source,Valve,Valve,2006,0.0,74.2,1835,7500000,['Action'],"['Action', 'FPS', 'Multiplayer']",['Multi-player']
380,Half-Life 2: Episode One,Valve,Valve,2006,5.79,93.9,8425,7500000,['Action'],"['FPS', 'Action', 'Sci-fi']",['Single-player']
400,Portal,Valve,Valve,2007,7.19,98.0,52881,15000000,['Action'],"['Puzzle', 'First-Person', 'Singleplayer']",['Single-player']
420,Half-Life 2: Episode Two,Valve,Valve,2007,5.79,95.2,14598,7500000,['Action'],"['FPS', 'Action', 'Sci-fi']",['Single-player']
440,Team Fortress 2,Valve,Valve,2007,0.0,93.8,549915,35000000,"['Action', 'Free to Play']","['Free to Play', 'Multiplayer', 'FPS']","['Multi-player', 'Cross-Platform Multiplayer']"
500,Left 4 Dead,Valve,Valve,2008,7.19,95.0,18899,7500000,['Action'],"['Zombies', 'Co-op', 'FPS']","['Single-player', 'Multi-player', 'Co-op']"
550,Left 4 Dead 2,Valve,Valve,2009,7.19,96.8,260207,15000000,['Action'],"['Zombies', 'Co-op', 'FPS']","['Single-player', 'Multi-player', 'Co-op']"
570,Dota 2,Valve,Valve,2013,0.0,85.9,1005586,150000000,"['Action', 'Free to Play', 'Strategy']","['Free to Play', 'MOBA', 'Strategy']","['Multi-player', 'Co-op']"
620,Portal 2,Valve,Valve,2011,7.19,98.7,140111,15000000,"['Action', 'Adventure']","['Puzzle', 'Co-op', 'First-Person']","['Single-player', 'Co-op']"
630,Alien Swarm,Valve,Valve,2010,0.0,94.9,18376,3500000,['Action'],"['Free to Play', 'Co-op', 'Action']","['Single-player', 'Multi-player', 'Co-op']"
730,Counter-Strike: Global Offensive,Valve;Hidden Path Entertainment,Valve,2012,0.0,86.8,3046717,75000000,"['Action', 'Free to Play']","['FPS', 'Multiplayer', 'Shooter']",['Multi-player']
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,2006,3.99,87.5,1785,750000,['Action'],"['World War II', 'Action', 'FPS']",['Multi-player']
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,2009,14.99,95.3,56359,3500000,['Action'],"['FPS', 'Zombies', 'Co-op']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer']"
1300,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,2006,7.19,88.5,529,150000,['Action'],"['Action', 'FPS', 'Cyberpunk']",['Single-player']
1500,Darwinia,Introversion Software,Introversion Software,2005,7.19,74.9,630,750000,"['Indie', 'Strategy']","['Strategy', 'Indie', 'RTS']",['Single-player']
1510,Uplink,Introversion Software,Introversion Software,2006,6.99,91.3,1754,750000,"['Indie', 'Strategy']","['Hacking', 'Indie', 'Strategy']",['Single-player']
1520,DEFCON,Introversion Software,Introversion Software,2006,7.19,85.7,2401,750000,"['Indie', 'Strategy']","['Strategy', 'Indie', 'Multiplayer']","['Single-player', 'Multi-player']"
1530,Multiwinia,Introversion Software,Introversion Software,2008,7.19,83.1,443,750000,['Indie'],"['Indie', 'RTS', 'Strategy']","['Single-player', 'Multi-player']"
1600,Dangerous Waters,Sonalysts,Strategy First,2006,22.99,76.1,184,75000,['Strategy'],"['Strategy', 'Simulation', 'Naval']","['Single-player', 'Multi-player']"
1610,Space Empires IV Deluxe,Malfador Machinations,Strategy First,2006,6.99,81.2,138,75000,['Strategy'],"['Strategy', '4X', 'Sci-fi']","['Single-player', 'Multi-player']"
1630,Disciples II: Rise of the Elves ,Strategy First,Strategy First,2006,4.99,80.7,559,150000,['Strategy'],"['Strategy', 'Turn-Based Strategy', 'Fantasy']","['Single-player', 'Multi-player', 'Co-op']"
1640,Disciples II: Gallean's Return,Strategy First,Strategy First,2006,4.99,76.3,642,150000,['Strategy'],"['Turn-Based Strategy', 'Strategy', 'Classic']","['Single-player', 'Multi-player', 'Co-op']"
1670,Iron Warriors: T - 72 Tank Command ,Strategy First,Strategy First,2006,3.99,57.3,239,35000,['Strategy'],"['Simulation', 'Strategy', 'Tanks']","['Single-player', 'Multi-player']"
1690,Space Empires V,Malfador Machinations,Strategy First,2006,10.99,69.2,276,75000,['Strategy'],"['Strategy', '4X', 'Space']","['Single-player', 'Multi-player']"
1700,Arx Fatalis,Arkane Studios,Arkane Studios,2007,2.99,86.4,777,150000,['RPG'],"['RPG', 'First-Person', 'Classic']",['Single-player']
1840,Source Filmmaker,Valve,Valve,2012,0.0,93.1,16194,1500000,"['Animation & Modeling', 'Video Production']","['Animation & Modeling', 'Video Production', 'Free to Play']",[]
1900,Earth 2160,Reality Pump Studios,Topware Interactive;ACE,2006,3.99,67.7,736,1500000,['Strategy'],"['Strategy', 'RTS', 'Sci-fi']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer']"
1930,Two Worlds Epic Edition,Reality Pump Studios,Topware Interactive,2009,6.99,71.6,3711,1500000,['RPG'],"['RPG', 'Open World', 'Fantasy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer']"
2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,2006,4.29,93.3,4702,1500000,"['Action', 'RPG']","['RPG', 'Action', 'First-Person']","['Single-player', 'Multi-player']"
2200,Quake III Arena,id Software,id Software,2007,12.99,95.4,1428,350000,['Action'],"['FPS', 'Action', 'Classic']","['Single-player', 'Multi-player']"
2210,Quake IV,RavenSoft / id Software,Bethesda Softworks,2011,12.99,83.9,1062,350000,['Action'],"['FPS', 'Action', 'Shooter']","['Single-player', 'Multi-player']"
2270,Wolfenstein 3D,id Software,Bethesda-Softworks,2007,2.99,95.3,1860,350000,['Action'],"['FPS', 'Classic', 'Action']",['Single-player']
2280,Ultimate Doom,id Software,id Software,2007,3.99,93.5,3962,750000,['Action'],"['Classic', 'FPS', 'Action']",['Single-player']
2290,Final DOOM,id Software,id Software,2007,3.99,87.5,655,350000,['Action'],"['FPS', 'Action', 'Classic']",['Single-player']
2300,DOOM II,id Software,id Software,2007,3.99,93.3,2699,750000,['Action'],"['Classic', 'FPS', 'Action']","['Single-player', 'Multi-player']"
2310,QUAKE,id Software,id Software,2007,3.99,95.1,2754,350000,['Action'],"['FPS', 'Classic', 'Action']","['Single-player', 'Multi-player', 'Co-op']"
2320,QUAKE II,id Software,id Software,2007,3.99,92.8,1476,350000,['Action'],"['FPS', 'Action', 'Classic']","['Single-player', 'Multi-player', 'Co-op']"
2350,QUAKE III: Team Arena,id Software,id Software,2007,12.99,77.7,139,350000,['Action'],"['Action', 'FPS', 'Competitive']","['Single-player', 'Multi-player']"
2360,HeXen: Beyond Heretic,Raven Software,id Software,2007,2.99,90.5,275,350000,['Action'],"['Action', 'FPS', 'Classic']",['Single-player']
2390,Heretic: Shadow of the Serpent Riders,Raven Software,id Software,2007,2.99,93.5,446,350000,['Action'],"['Classic', 'Action', 'FPS']","['Single-player', 'Multi-player']"
2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin Ltd.,2006,0.0,85.9,5611,1500000,"['Action', 'Indie', 'RPG']","['Multiplayer', 'Indie', 'Action']","['Single-player', 'Multi-player']"
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,2010,4.29,76.4,866,150000,['Action'],"['Action', 'Multiplayer', 'FPS']","['Single-player', 'Multi-player']"
2500,Shadowgrounds,Frozenbyte,Frozenbyte,2006,3.99,79.7,1221,750000,['Action'],"['Action', 'Sci-fi', 'Top-Down Shooter']",['Single-player']
2590,Alpha Prime,Black Element,Bohemia Interactive,2007,2.99,53.8,1133,350000,['Action'],"['Action', 'FPS', 'Sci-fi']",['Single-player']
2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,2007,14.99,94.5,6523,750000,['Action'],"['RPG', 'Vampire', 'Cult Classic']",['Single-player']
2610,GUN™,Neversoft,Activision,2006,9.99,89.5,827,75000,['Action'],"['Western', 'Action', 'Open World']",['Single-player']
2620,Call of Duty®,Infinity Ward,Activision,2006,14.99,93.0,1672,350000,['Action'],"['FPS', 'World War II', 'Action']","['Single-player', 'Multi-player']"
2630,Call of Duty® 2,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),2006,14.99,91.2,2670,350000,['Action'],"['Action', 'World War II', 'FPS']","['Single-player', 'Multi-player']"
2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,2006,14.99,83.5,587,350000,['Action'],"['Action', 'World War II', 'FPS']","['Single-player', 'Multi-player']"
2710,Act of War: Direct Action,Eugen Systems,THQ Nordic,2008,1.99,84.5,213,35000,['Action'],"['Action', 'Strategy', 'RTS']","['Single-player', 'Multi-player']"
2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,2008,5.99,65.3,222,35000,['Action'],"['Action', 'Simulation', 'Shooter']","['Single-player', 'Multi-player']"
2800,X2: The Threat,Egosoft,Egosoft,2006,4.99,80.9,262,350000,['Strategy'],"['Space', 'Strategy', 'Simulation']",['Single-player']
2810,X3: Reunion,Egosoft,Egosoft,2006,9.99,71.4,395,350000,['Strategy'],"['Space', 'Simulation', 'Strategy']",['Single-player']
2820,X3: Terran Conflict,Egosoft,Egosoft,2008,15.99,85.7,1905,750000,"['Action', 'Simulation', 'Strategy']","['Space', 'Simulation', 'Sci-fi']",['Single-player']
2840,X: Beyond the Frontier,Egosoft,Egosoft,2010,3.49,74.7,190,350000,"['Simulation', 'Strategy']","['Simulation', 'Space', 'Strategy']",['Single-player']
2870,X Rebirth,Egosoft,Egosoft,2013,24.99,41.3,6864,350000,"['Action', 'Simulation']","['Space', 'Simulation', 'Sci-fi']",['Single-player']
2910,Fleet Command,Sonalysts,Strategy First,2006,22.99,80.4,158,75000,['Strategy'],"['Strategy', 'Simulation', 'Naval']",['Single-player']
2990,FlatOut 2™,Bugbear Entertainment,Strategy First,2006,5.99,94.1,5781,750000,['Racing'],"['Racing', 'Destruction', 'Multiplayer']",['Single-player']
3010,Xpand Rally,Techland,Techland,2006,3.99,78.1,178,35000,['Racing'],"['Racing', 'Multiplayer']","['Single-player', 'Multi-player']"
3020,Call of Juarez™,Techland,Techland Publishing,2007,8.59,80.0,991,150000,['Action'],"['Western', 'Action', 'FPS']","['Single-player', 'Multi-player']"
3050,Xpand Rally Xtreme,Techland,Techland,2008,3.99,66.4,107,35000,['Racing'],"['Racing', 'Offroad', 'Simulation']","['Single-player', 'Multi-player']"
3130,Men of War: Red Tide,1C Entertainment,1C Entertainment;1C-SoftClub,2009,3.99,81.0,363,350000,['Strategy'],"['Strategy', 'World War II', 'RTS']",['Single-player']
3170,King's Bounty: Armored Princess,Katauri Interactive,1C Entertainment,2009,7.99,90.1,535,350000,"['RPG', 'Strategy']","['RPG', 'Turn-Based Strategy', 'Strategy']",['Single-player']
3230,Genesis Rising,Metamorf,THQ Nordic,2007,4.49,24.2,124,35000,['Strategy'],"['Strategy', 'Space', 'Sci-fi']","['Single-player', 'Multi-player']"
3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,HandyGames,2007,4.49,59.8,428,75000,"['Adventure', 'Casual']","['Puzzle', 'Adventure', 'Casual']",['Single-player']
3270,Painkiller Overdose,Mindware Studios,THQ Nordic,2007,4.49,75.8,566,350000,['Action'],"['Action', 'FPS', 'Shooter']","['Single-player', 'Multi-player']"
3330,Zuma Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",2006,4.25,92.2,474,150000,['Casual'],"['Casual', 'Match 3', 'Puzzle']",['Single-player']
3480,Peggle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",2007,4.25,94.4,1172,350000,['Casual'],"['Casual', 'Puzzle', 'Arcade']",['Single-player']
3483,Peggle Extreme,"PopCap Games, Inc.","PopCap Games, Inc.",2007,0.0,92.4,765,350000,['Casual'],"['Casual', 'Puzzle', 'Free to Play']",['Single-player']
3540,Peggle™ Nights,"PopCap Games, Inc.","PopCap Games, Inc.",2008,4.25,93.9,392,350000,['Casual'],"['Casual', 'Puzzle', 'Singleplayer']",['Single-player']
3560,Bejeweled Twist,"PopCap Games, Inc.","PopCap Games, Inc.",2008,4.25,84.5,116,35000,"['Strategy', 'Casual']","['Casual', 'Strategy', 'Match 3']",['Single-player']
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc.",2009,4.25,97.0,15084,1500000,['Strategy'],"['Tower Defense', 'Zombies', 'Strategy']",['Single-player']
3600,Escape Rosecliff Island,SpinTop Games,"PopCap Games, Inc.",2009,4.25,63.0,154,75000,['Casual'],"['Casual', 'Hidden Object', 'Puzzle']",['Single-player']
3620,Zuma's Revenge!,"PopCap Games, Inc.","PopCap Games, Inc.",2009,4.25,94.0,463,150000,"['Action', 'Casual']","['Casual', 'Action', 'Match 3']",['Single-player']
3700,Sniper Elite,Rebellion,Rebellion,2009,5.59,75.8,1558,750000,['Action'],"['Action', 'Sniper', 'Stealth']",['Single-player']
3710,Judge Dredd: Dredd vs. Death,Rebellion,Rebellion,2009,5.59,87.6,638,75000,['Action'],"['Action', 'FPS', 'First-Person']","['Single-player', 'Multi-player', 'Co-op']"
3720,Evil Genius,Elixir Studios,Rebellion,2009,6.99,95.1,1942,350000,['Strategy'],"['Base-Building', 'Strategy', 'Villain Protagonist']",['Single-player']
3730,Aliens versus Predator Classic 2000,Rebellion,Rebellion,2010,3.99,86.8,1653,350000,['Action'],"['FPS', 'Action', 'Classic']","['Single-player', 'Multi-player']"
3800,Advent Rising,GlyphX Games,Majesco Entertainment,2006,7.19,78.5,331,75000,['Action'],"['Action', 'Sci-fi', 'Story Rich']",['Single-player']
3810,BloodRayne,Terminal Reality,Majesco Entertainment,2006,6.99,77.0,479,75000,['Action'],"['Action', 'Vampire', 'Female Protagonist']",['Single-player']
3820,BloodRayne 2,Terminal Reality,Majesco Entertainment,2006,6.99,71.5,362,75000,['Action'],"['Action', 'Vampire', 'Female Protagonist']",['Single-player']
3830,Psychonauts,Double Fine Productions,Double Fine Productions,2006,6.99,94.7,8660,3500000,['Action'],"['Platformer', 'Comedy', 'Adventure']",['Single-player']
3900,Sid Meier's Civilization® IV,Firaxis Games,2K,2006,9.99,91.5,1523,1500000,['Strategy'],"['Strategy', 'Turn-Based Strategy', 'Turn-Based']","['Single-player', 'Multi-player']"
3910,Sid Meier's Civilization® III Complete,Firaxis Games,2K,2006,2.99,86.4,2983,3500000,['Strategy'],"['Strategy', 'Turn-Based Strategy', 'Turn-Based']","['Single-player', 'Multi-player']"
3920,Sid Meier's Pirates!,Firaxis Games,2K,2005,5.99,93.2,2834,750000,['RPG'],"['Pirates', 'Open World', 'RPG']",['Single-player']
3980,CivCity: Rome,FireFly Studios;Firaxis Games,2K,2007,5.99,73.9,249,75000,['Strategy'],"['Strategy', 'City Builder', 'Simulation']",['Single-player']
3990,Civilization IV®: Warlords,Firaxis Games,2K,2007,2.99,85.8,141,1500000,['Strategy'],"['Strategy', 'Turn-Based', '4X']",['Single-player']
4000,Garry's Mod,Facepunch Studios,Valve,2006,6.99,95.7,380154,15000000,"['Indie', 'Simulation']","['Sandbox', 'Multiplayer', 'Funny']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer']"
4230,RACE - The WTCC Game,SimBin,SimBin,2006,25.99,73.5,162,350000,['Racing'],"['Racing', 'Simulation']","['Single-player', 'Multi-player']"
4460,City Life 2008,Monte Cristo,Focus Home Interactive,2008,6.99,65.3,118,35000,"['Simulation', 'Strategy']","['Simulation', 'Strategy', 'City Builder']",['Single-player']
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,2007,9.99,95.1,11609,1500000,"['Action', 'RPG']","['Atmospheric', 'Post-apocalyptic', 'Open World']","['Single-player', 'Multi-player']"
4520,Full Spectrum Warrior,Pandemic Studios,THQ Nordic,2007,7.99,63.9,166,150000,"['Action', 'Strategy']","['Strategy', 'Action', 'Tactical']","['Single-player', 'Multi-player', 'Co-op']"
4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,THQ Nordic,2007,4.99,66.7,114,150000,"['Action', 'Strategy']","['Strategy', 'Action', 'Tactical']","['Single-player', 'Multi-player', 'Co-op']"
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,2007,0.0,93.7,5092,3500000,"['Violent', 'Action', 'Strategy']","['Strategy', 'RTS', 'World War II']","['Single-player', 'Multi-player']"
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Relic Entertainment,SEGA,2007,9.99,94.4,3691,1500000,['Strategy'],"['Strategy', 'Warhammer 40K', 'RTS']","['Single-player', 'Multi-player']"
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",Relic Entertainment,SEGA,2007,9.99,95.5,2982,1500000,['Strategy'],"['Strategy', 'Warhammer 40K', 'RTS']","['Single-player', 'Multi-player']"
4700,Total War: MEDIEVAL II – Definitive Edition,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),2006,0.0,94.4,10875,3500000,['Strategy'],"['Strategy', 'Medieval', 'Historical']","['Single-player', 'Multi-player']"
4720,Condemned: Criminal Origins,Monolith,SEGA,2012,9.99,84.9,1464,350000,['Action'],"['Horror', 'Action', 'Atmospheric']",['Single-player']
4760,Rome: Total War™ - Collection,CREATIVE ASSEMBLY,SEGA,2007,8.99,93.3,8368,1500000,['Strategy'],"['Strategy', 'Historical', 'Rome']","['Single-player', 'Multi-player']"
4770,Rome: Total War™ - Alexander,The Creative Assembly,SEGA,2007,8.99,71.6,462,750000,['Strategy'],"['Strategy', 'RTS', 'Historical']","['Single-player', 'Multi-player']"
4780,Medieval II: Total War™ Kingdoms,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),2007,0.0,95.1,615,350000,['Strategy'],"['Strategy', 'Medieval', 'Historical']","['Single-player', 'Multi-player']"
4800,Heroes of Annihilated Empires,GSC Game World,GSC Game World,2006,9.99,84.9,305,75000,['Strategy'],"['Strategy', 'RTS', 'RPG']","['Single-player', 'Multi-player']"
4850,Cossacks: Back to War,GSC Game World,GSC World Publishing,2010,3.99,88.3,1224,150000,['Strategy'],"['Strategy', 'RTS', 'Classic']","['Single-player', 'Multi-player']"
4870,Cossacks: Art of War,GSC Game World,GSC World Publishing,2011,3.99,82.3,124,150000,['Strategy'],"['Strategy', 'RTS', 'Historical']",['Single-player']
4880,Cossacks: European Wars,GSC Game World,GSC World Publishing,2011,3.99,72.0,236,150000,['Strategy'],"['Strategy', 'RTS', 'Historical']",['Single-player']
4890,Cossacks II: Battle for Europe,GSC Game World,GSC World Publishing,2011,3.99,64.1,384,150000,['Strategy'],"['Strategy', 'RTS', 'Historical']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player']"
4900,Zen of Sudoku,Unknown Worlds Entertainment,Unknown Worlds Entertainment,2006,0.0,87.8,139,10000,"['Casual', 'Indie']","['Casual', 'Indie', 'Puzzle']",['Single-player']
4920,Natural Selection 2,Unknown Worlds Entertainment,Unknown Worlds Entertainment,2012,6.99,84.8,9870,1500000,"['Action', 'Indie', 'Strategy']","['Multiplayer', 'Strategy', 'FPS']","['Multi-player', 'Online Multi-Player']"
6000,STAR WARS™ Republic Commando™,LucasArts,LucasArts;Lucasfilm;Disney Interactive,2009,7.19,94.4,6771,1500000,['Action'],"['Star Wars', 'Action', 'FPS']","['Single-player', 'Multi-player', 'Local Multi-Player']"
6010,Indiana Jones® and the Fate of Atlantis™,LucasArts,LucasArts;Lucasfilm;Disney Interactive,2009,4.79,95.1,628,150000,['Adventure'],"['Adventure', 'Point & Click', 'Classic']",['Single-player']
6020,STAR WARS™ Jedi Knight - Jedi Academy™,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,2009,7.19,94.5,6014,1500000,['Action'],"['Star Wars', 'Action', 'Sci-fi']","['Single-player', 'Online Multi-Player', 'Local Multi-Player']"
6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,2009,7.19,90.2,2239,1500000,['Action'],"['Star Wars', 'Action', 'Classic']","['Single-player', 'Online Multi-Player', 'Local Multi-Player']"
6040,The Dig®,LucasArts,LucasArts,2009,4.79,91.3,630,150000,['Adventure'],"['Adventure', 'Point & Click', 'Sci-fi']",['Single-player']
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,Lucasfilm;LucasArts;Disney Interactive,2009,7.19,92.3,31574,3500000,['Action'],"['Star Wars', 'Action', 'Multiplayer']","['Single-player', 'Multi-player', 'Online Multi-Player']"
6080,Thrillville®: Off the Rails™,Frontier,LucasArts,2009,7.19,87.7,310,35000,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']","['Simulation', 'Strategy', 'Action']","['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op']"
6090,Armed and Dangerous®,Planet Moon Studios,LucasArts;Lucasfilm;Disney Interactive,2009,4.79,86.5,133,35000,['Action'],"['Action', 'Comedy', 'Third-Person Shooter']",['Single-player']
6120,Shank,Klei Entertainment,Klei Entertainment,2010,7.19,88.5,1976,350000,"['Action', 'Indie']","['Action', 'Indie', ""Beat 'em up""]",['Single-player']
6200,Ghost Master®,Sick Puppies,Strategy First,2006,3.99,86.2,1189,150000,['Strategy'],"['Strategy', 'Comedy', 'Puzzle']",['Single-player']
6210,Vegas: Make It Big™,Deepred,Strategy First,2006,3.99,73.4,124,35000,['Strategy'],"['Strategy', 'Simulation', 'Management']",['Single-player']
6220,FlatOut,Bugbear Entertainment,Strategy First,2007,4.99,91.4,2163,350000,['Racing'],"['Racing', 'Destruction', 'Driving']","['Single-player', 'Multi-player']"
6250,Making History: The Calm & the Storm,Muzzy Lane,Strategy First,2007,3.99,81.1,567,75000,"['Action', 'Strategy']","['Strategy', 'Action', 'Grand Strategy']","['Single-player', 'Multi-player']"
6270,Ducati World Championship,Artematica Entertainment,Strategy First,2007,3.99,43.5,177,35000,['Racing'],"['Racing', 'Simulation']","['Single-player', 'Multi-player']"
6300,Dreamfall: The Longest Journey,Funcom,Funcom,2007,13.99,86.9,677,150000,"['Adventure', 'RPG']","['Adventure', 'Female Protagonist', 'Story Rich']",['Single-player']
6310,The Longest Journey,Funcom,Funcom,2007,5.99,91.9,1254,350000,"['Action', 'Adventure', 'RPG']","['Adventure', 'Point & Click', 'Female Protagonist']",['Single-player']
6370,Bloodline Champions,Stunlock Studios,Stunlock Studios,2011,0.0,85.8,1591,750000,"['Action', 'Free to Play', 'Massively Multiplayer']","['Free to Play', 'Action', 'MOBA']","['Single-player', 'Multi-player', 'MMO']"
6400,Joint Task Force,Most Wanted Entertainment,HD Publishing,2007,5.79,87.0,115,35000,"['Action', 'Strategy']","['Strategy', 'Action', 'RTS']","['Single-player', 'Multi-player', 'Co-op']"
6420,Nexus - The Jupiter Incident,Mithis Games;THQ Nordic,HandyGames,2007,6.99,84.0,564,75000,"['Indie', 'Simulation', 'Strategy']","['Strategy', 'Space', 'Sci-fi']","['Single-player', 'Multi-player']"
6510,Lost Planet™: Extreme Condition,"CAPCOM Co., Ltd.",Capcom,2007,9.99,76.2,747,350000,"['Action', 'Adventure']","['Action', 'Adventure', 'Third-Person Shooter']","['Single-player', 'Multi-player']"
6550,Devil May Cry® 3 Special Edition,"CAPCOM Co., Ltd.",Capcom,2007,15.99,58.2,2514,350000,['Action'],"['Action', 'Hack and Slash', 'Great Soundtrack']",['Single-player']
6800,Commandos: Behind Enemy Lines,Pyro Studios,Kalypso Media Digital,2007,3.99,88.0,1774,750000,['Action'],"['Strategy', 'Stealth', 'Action']","['Single-player', 'Multi-player', 'Co-op']"
6810,Commandos: Beyond the Call of Duty,Pyro Studios,Kalypso Media Digital,2007,3.99,85.1,475,750000,['Action'],"['Action', 'Strategy', 'Tactical']","['Single-player', 'Multi-player', 'Co-op']"
6830,Commandos 2: Men of Courage,Pyro Studios,Kalypso Media Digital,2007,3.99,84.9,1571,750000,['Action'],"['Strategy', 'Tactical', 'Stealth']","['Single-player', 'Multi-player', 'Co-op']"
6840,Commandos 3: Destination Berlin,Pyro Studios,Kalypso Media Digital,2007,3.99,61.4,686,750000,['Action'],"['Strategy', 'Action', 'Tactical']","['Single-player', 'Multi-player', 'Co-op']"
6850,Hitman 2: Silent Assassin,Io-Interactive A/S,Io-Interactive A/S,2007,8.29,85.3,1774,1500000,['Action'],"['Stealth', 'Action', 'Third Person']",['Single-player']
6860,Hitman: Blood Money,Io-Interactive A/S,Io-Interactive A/S,2007,9.29,93.7,6255,1500000,['Action'],"['Stealth', 'Action', 'Third Person']",['Single-player']
6870,Battlestations: Midway,Eidos Interactive,Square Enix,2007,4.99,73.7,429,350000,['Action'],"['Action', 'World War II', 'Naval']",['Single-player']
6880,Just Cause,Avalanche Studios,Square Enix,2007,4.99,67.2,2578,1500000,['Action'],"['Action', 'Open World', 'Shooter']",['Single-player']
6900,Hitman: Codename 47,IO Interactive A/S,IO Interactive A/S,2007,7.19,72.5,1636,1500000,['Action'],"['Stealth', 'Action', 'Classic']",['Single-player']
